Voltage (mV)	Current (mA)
-200.000000  -1.162102e-07
-100.000000  -7.347128e-09
   0.000000   3.701948e-08
 100.000000   6.484750e-08
 200.000000   8.430208e-08
 300.000000   1.306267e-07
 400.000000   9.975741e-08
 500.000000   1.710356e-07
 600.000000   2.510622e-07
 700.000000  -3.942476e-08
 800.000000   4.259036e-07
 900.000000   5.873316e-07
1000.000000   2.717248e-07
1100.000000   3.598746e-07
