Voltage (mV)	Current (mA)
-200.000000  -1.225848e-07
-100.000000  -9.316402e-10
   0.000000   4.693437e-08
 100.000000   9.267584e-08
 200.000000   1.303771e-07
 300.000000   1.491652e-07
 400.000000   1.700364e-07
 500.000000   1.966978e-07
 600.000000   2.241096e-07
 700.000000   2.343991e-07
 800.000000   2.545204e-07
 900.000000   2.893055e-07
1000.000000   3.005116e-07
1100.000000   2.963042e-07
