Voltage (mV)	Current (mA)
-200.000000  -1.058361e-07
-100.000000  -4.972543e-09
   0.000000   3.714453e-08
 100.000000   6.738891e-08
 200.000000   8.813483e-08
 300.000000   1.263361e-07
 400.000000   1.475404e-07
 500.000000   1.669532e-07
 600.000000   1.933233e-07
 700.000000   2.290666e-07
 800.000000   2.403980e-07
 900.000000   2.124032e-07
1000.000000   2.182770e-07
1100.000000   2.467300e-07
